OG_ID,Tree_n_tips,Tree_Hill_diversity,Tree_Norm_by_tips,Tree_Norm_by_PD,Tree_entropy,MSA_mean_diversity,MSA_normalized_diversity
OG0007925.ASG,5.0,2.5871294871031205,0.5174258974206241,8.115466253970075,0.9505489549482369,1.2185435708474517,0.011502293202497457
OG0007158.ASG,6.0,3.806365897971156,0.634394316328526,0.613445163978655,1.3366749013973656,2.398242311894431,0.07359170062602267
OG0002804.GV,7.0,1.148507736257166,0.16407253375102374,0.8881130036012727,0.13846347909051665,1.3078240617181087,0.016201266406216247
OG0004649.ASG,15.0,17.54455174254421,1.1696367828362808,1.7008462027887232,2.8647434596945027,3.696403590127925,0.14191597842778553
OG0003214.ASG,31.0,31.68831533515303,1.0222037204888073,1.9830691917767425,3.4559480115183043,3.970855891708857,0.15636083640572931
OG0001707.ASG,80.0,55.935206400247196,0.6991900800030899,2.7081680195875912,4.0241939922938235,3.4697880824028116,0.12998884644225325
OG0000505.ASG,283.0,228.25714809435308,0.8065623607574314,1.7903428526210288,5.430472835936971,5.956495105891161,0.2608681634679558
OG0002016.ASG,60.0,41.75352737287097,0.6958921228811829,1.8905719537476549,3.731783935700914,4.840180797842785,0.20211477883383078
OG0003773.ASG,23.0,31.94470509578305,1.3889002215557849,0.8522908571994244,3.464006442388062,6.2376844211079145,0.27566760111094285
OG0001260.ASG,128.0,106.14172678354919,0.829232240496478,2.350423192935054,4.664775246190995,5.225666863465108,0.22240351912974252
OG0001875.GV,12.0,11.340334521941648,0.9450278768284707,3.288874281686861,2.4283657971538974,2.400220105038933,0.0736957950020491
OG0000062.ASG,1314.0,1177.693073743164,0.8962656573387854,2.7504937494461434,7.071312781657723,8.580754578975675,0.3989870831039829
OG0002571.ASG,45.0,47.55920054359196,1.0568711231909325,3.864122976691533,3.861975262253041,3.072658877377335,0.10908730933564921
OG0003894.ASG,22.0,17.469349128746405,0.7940613240339275,2.398927394896617,2.8604478669405564,2.7867128808508403,0.09403752004478107
OG0005951.ASG,9.0,6.540996457000439,0.7267773841111599,1.7988549741489577,1.8780895173186996,1.84763829204108,0.04461254168637264
OG0005405.ASG,11.0,7.481794986694455,0.6801631806085868,1.8115594769758219,2.012472734681051,2.1415095371352284,0.06007944932290676
